time,utilization
2025/03/21 09:00:00,20.70821667797037
2025/03/21 09:05:00,20.826613782741802
2025/03/21 09:10:00,20.606807145301534
2025/03/21 09:15:00,22.150283534011976
2025/03/21 09:20:00,20.923368624141375
2025/03/21 09:25:00,21.748192222907015
2025/03/21 09:30:00,21.326108263154953
2025/03/21 09:35:00,20.774164549290425
2025/03/21 09:40:00,21.115081202902125
2025/03/21 09:45:00,21.84986406162496
2025/03/21 09:50:00,20.386094705826935
2025/03/21 09:55:00,21.077007072326722
2025/03/21 10:00:00,20.84306476721453
2025/03/21 10:05:00,20.431791331685297
2025/03/21 10:10:00,20.67194303426746
2025/03/21 10:15:00,22.190017574557807
2025/03/21 10:20:00,20.506495173594864
2025/03/21 10:25:00,21.867972189552745
2025/03/21 10:30:00,26.644819590683454
2025/03/21 10:35:00,23.631614919549165
2025/03/21 10:40:00,22.79751345876682
2025/03/21 10:45:00,23.642839925433258
2025/03/21 10:50:00,21.833447355758324
2025/03/21 10:55:00,22.08830431416269
2025/03/21 11:00:00,21.759155027956194
2025/03/21 11:05:00,21.138156880907324
2025/03/21 11:10:00,21.4166700782122
2025/03/21 11:15:00,23.21965781962104
2025/03/21 11:20:00,21.56657994753157
2025/03/21 11:25:00,22.40183751267606
2025/03/21 11:30:00,21.97371703450935
2025/03/21 11:35:00,21.461708204508238
2025/03/21 11:40:00,21.8244059828789
2025/03/21 11:45:00,22.809288445690655
2025/03/21 11:50:00,21.288401187937193
2025/03/21 11:55:00,21.51840133432959
2025/03/21 12:00:00,21.679443656182833
2025/03/21 12:05:00,20.979649140462328
2025/03/21 12:10:00,21.02836781153396
2025/03/21 12:15:00,23.016752314722616
2025/03/21 12:20:00,21.39053417462453
2025/03/21 12:25:00,22.06351067948254
2025/03/21 12:30:00,21.584883363781206
2025/03/21 12:35:00,21.35172163720552
2025/03/21 12:40:00,21.271842405319056
2025/03/21 12:45:00,22.509847210546276
2025/03/21 12:50:00,21.10504318613346
2025/03/21 12:55:00,21.403539398578946
2025/03/21 13:00:00,21.194180038377258
2025/03/21 13:05:00,20.702031787436745
2025/03/21 13:10:00,20.76682128188262
2025/03/21 13:15:00,22.50678275795615
2025/03/21 13:20:00,17.63148502526193
2025/03/21 13:25:00,22.034979794210198
2025/03/21 13:30:00,22.2365730188752
2025/03/21 13:35:00,22.27465942040486
2025/03/21 13:40:00,21.636682544873928
2025/03/21 13:45:00,22.2887596660357
2025/03/21 13:50:00,20.82482918445363
2025/03/21 13:55:00,21.21685741069201
2025/03/21 14:00:00,21.214231968477115
2025/03/21 14:05:00,20.695228481944294
2025/03/21 14:10:00,20.51888445002252
2025/03/21 14:15:00,22.793359716155756
2025/03/21 14:20:00,21.043104691615873
2025/03/21 14:25:00,22.178760099317554
2025/03/21 14:30:00,21.793699172293657
2025/03/21 14:35:00,21.54515620489962
2025/03/21 14:40:00,21.198074650304523
2025/03/21 14:45:00,22.172802863521046
2025/03/21 14:50:00,20.68773040664422
2025/03/21 14:55:00,21.518183002328467
2025/03/21 15:00:00,21.708589499592097
2025/03/21 15:05:00,21.108165698637844
2025/03/21 15:10:00,21.28519273347715
2025/03/21 15:15:00,22.945824660892537
2025/03/21 15:20:00,21.282106064350508
2025/03/21 15:25:00,22.293186436110965
2025/03/21 15:30:00,21.845493596717084
2025/03/21 15:35:00,21.674142481952217
2025/03/21 15:40:00,21.213643739511042
2025/03/21 15:45:00,23.982401590881597
2025/03/21 15:50:00,20.999284973496486
2025/03/21 15:55:00,21.587539870365216
2025/03/21 16:00:00,21.85681162662257
2025/03/21 16:05:00,21.73328521160429
2025/03/21 16:10:00,21.02748551359847
2025/03/21 16:15:00,24.63242549345241
2025/03/21 16:20:00,22.523275615910073
2025/03/21 16:25:00,22.135543870807194
2025/03/21 16:30:00,21.686404611602374
2025/03/21 16:35:00,21.114746759123626
2025/03/21 16:40:00,21.337385045459715
2025/03/21 16:45:00,22.32768877373539
2025/03/21 16:50:00,20.672865985487853
2025/03/21 16:55:00,21.424851019169797
2025/03/21 17:00:00,21.05591948645533
2025/03/21 17:05:00,20.440060554463486
2025/03/21 17:10:00,20.802100542598986
2025/03/21 17:15:00,22.420408358888743
