time,utilization
2025/04/12 22:30:00,25.84696335508467
2025/04/12 22:35:00,27.470245788882664
2025/04/12 22:40:00,27.323378844123322
2025/04/12 22:45:00,32.165590819552946
2025/04/12 22:50:00,29.853265251697007
2025/04/12 22:55:00,26.031456376116807
2025/04/12 23:00:00,30.338502714407685
2025/04/12 23:05:00,25.89318198596885
2025/04/12 23:10:00,29.79472911764529
2025/04/12 23:15:00,31.667724455366464
2025/04/12 23:20:00,29.860584392457564
2025/04/12 23:25:00,26.663271321519865
2025/04/12 23:30:00,27.766594577240575
2025/04/12 23:35:00,27.737116917333623
2025/04/12 23:40:00,27.330414982538336
2025/04/12 23:45:00,29.463418887803602
2025/04/12 23:50:00,30.30468357973582
2025/04/12 23:55:00,25.788780834477087
2025/04/13 00:00:00,29.826738446821317
2025/04/13 00:05:00,25.179937596183116
2025/04/13 00:10:00,29.283147952628916
2025/04/13 00:15:00,28.912082286888356
2025/04/13 00:20:00,29.95861137200294
2025/04/13 00:25:00,26.982867453320086
2025/04/13 00:30:00,26.200051323971657
2025/04/13 00:35:00,29.627090521401442
2025/04/13 00:40:00,27.45333198571535
2025/04/13 00:45:00,32.07920316185457
2025/04/13 00:50:00,27.37065322391346
2025/04/13 00:55:00,25.741505892242333
2025/04/13 01:00:00,31.467039384734754
2025/04/13 01:05:00,25.07913407796908
2025/04/13 01:10:00,30.000672953108243
2025/04/13 01:15:00,36.52808782884044
2025/04/13 01:20:00,31.446555946029083
2025/04/13 01:25:00,26.73492822945766
2025/04/13 01:30:00,28.56093338963807
2025/04/13 01:35:00,28.634721981478066
2025/04/13 01:40:00,28.395127155849245
2025/04/13 01:45:00,32.766540631984995
2025/04/13 01:50:00,31.58551620273504
2025/04/13 01:55:00,27.00338236997667
2025/04/13 02:00:00,32.414777030576474
2025/04/13 02:05:00,27.451443771320196
2025/04/13 02:10:00,30.487789315609824
2025/04/13 02:15:00,31.921294649821768
2025/04/13 02:20:00,31.260560687971967
2025/04/13 02:25:00,25.815087430570003
2025/04/13 02:30:00,28.410534291809245
2025/04/13 02:35:00,27.870173243175554
2025/04/13 02:40:00,28.205008356888357
2025/04/13 02:45:00,32.72648806502135
2025/04/13 02:50:00,30.98355748763827
